Price,Open,High,Low,Close
Ticker,035420.KS,035420.KS,035420.KS,035420.KS
Date,,,,
2003-01-01,1753.861083984375,1753.861083984375,1753.861083984375,1753.861083984375
2003-01-02,1812.9797810961882,1962.7476806640625,1801.1560119464848,1962.7476806640625
2003-01-03,2053.396979814236,2195.2822265625,2053.396979814236,2195.2822265625
2003-01-06,2214.9889100370347,2274.107890209837,2108.574839928996,2222.87158203125
2003-01-07,2278.0489363441734,2281.990154289761,2108.5746806239413,2128.281005859375
2003-01-08,2167.693557148874,2317.461480781141,2151.9284505803494,2242.57763671875
2003-01-09,2191.3409969945365,2333.226478475557,2187.3997794131833,2285.931396484375
2003-01-10,2348.9915732440713,2352.93279080686,2013.9843122874672,2179.517333984375
2003-01-13,2179.5173079830233,2250.459929789302,2155.86976738093,2234.69482421875
2003-01-14,2234.694930197567,2250.4600365157676,2191.341064453125,2191.341064453125
2003-01-15,2195.282282155805,2226.812494792207,2136.163545600644,2191.341064453125
2003-01-16,2159.811411179966,2163.752629473617,2108.574866839952,2132.222412109375
2003-01-17,2088.8681416536497,2159.8109994452725,2049.455730722991,2073.103271484375
2003-01-20,2010.0430777238507,2092.80958787227,2010.0430777238507,2037.6318359375
2003-01-21,2021.8665979829084,2073.1031290348405,2021.8665979829084,2065.220458984375
2003-01-22,2021.8669827307317,2073.1035235326362,2021.8669827307317,2045.5145263671875
2003-01-23,2069.162114556531,2218.930034104276,2061.279443733505,2211.04736328125
2003-01-24,2183.4584326926683,2211.047189637894,2049.4556298073317,2116.45703125
2003-01-27,2041.5732877341698,2057.3383951684773,1958.8068858421757,2029.7496337890625
2003-01-28,2017.925435205413,2049.455645243837,2010.0430004495379,2025.80810546875
2003-01-29,2037.6319524238545,2061.2794944599214,1923.3353422445427,1931.2178955078125
2003-01-30,1937.1296546815777,2057.3380799997117,1937.1296546815777,2025.80810546875
2003-01-31,2025.80810546875,2025.80810546875,2025.80810546875,2025.80810546875
2003-02-03,2010.0430842848612,2088.8681416536497,1986.3955435234775,2073.103271484375
2003-02-04,2104.6333037136146,2108.5745213615182,2065.220656219618,2069.162109375
2003-02-05,2049.4557856280016,2077.044544670808,2033.6906795289074,2069.162109375
2003-02-06,2077.0446903831157,2084.9271262319053,2010.0432791459175,2013.9844970703125
2003-02-07,2013.98430170926,2025.8081898429955,1962.7478848934381,1974.5716552734375
2003-02-10,1962.7480358843115,2017.9256744869435,1946.9830467494503,1990.3369140625
2003-02-11,2017.9257149947075,2073.1034724587207,1974.5718468113737,2013.9844970703125
2003-02-12,2029.7493533332115,2092.8095388497513,2021.866682951478,2077.04443359375
2003-02-13,2092.8090305258884,2100.6914634855866,2021.8661918589712,2041.572509765625
2003-02-14,2029.7494865602719,2061.2794636343483,2002.160491674539,2049.455810546875
2003-02-17,2147.9874453694647,2155.8701171875,2112.5162464645846,2155.8701171875
2003-02-18,2147.9873310948087,2171.63487427583,2116.4573520226127,2128.281005859375
2003-02-19,2175.5758993753484,2187.399787671521,2124.339599609375,2124.339599609375
2003-02-20,2124.339599609375,2147.987140694245,2073.1032998434016,2124.339599609375
